Identifier,Title,Start date,End date,Number of deaths
IBD028243,"Ex-in-law vs Man, Niger",2023-10-21,2023-10-21,1
IBD028227,"Tanker Explosion, Kwara",2023-10-21,2023-10-21,5
IBD028225,"Army vs Gunmen, Imo",2023-10-21,2023-10-21,1
IBD028217,"Mysterious Death, Borno",2023-10-21,2023-10-21,1
IBD028262,"Student Kidnapper Kills Child, Plateau",2023-10-21,2023-10-21,1
IBD028215,"Mysterious Death, Abia",2023-10-20,2023-10-20,1
IBD028212,"Army vs ISWAP, Borno",2023-10-20,2023-10-20,6
IBD028214,"Mob vs Man, Nasarawa",2023-10-20,2023-10-20,1
IBD028219,"Mob vs Man, Kogi",2023-10-20,2023-10-20,1
IBD028211,"Boat Mishap, Niger",2023-10-20,2023-10-20,2
IBD028216,"Assassins vs Mother, Gombe",2023-10-20,2023-10-20,1
IBD028220,"Auto Crash, Osun",2023-10-20,2023-10-20,7
IBD028209,"Flooding, Abuja",2023-10-20,2023-10-20,1
IBD028223,"Clerics vs Surveyor, Oyo",2023-10-20,2023-10-20,1
IBD028208,"Bank Robbery, Benue",2023-10-20,2023-10-20,9
IBD028260,"NAF vs Bandits, Niger",2023-10-20,2023-10-20,50
IBD028218,"Security Operatives vs Bandits, Bauchi",2023-10-19,2023-10-19,1
IBD028231,"Boat Mishap, Edo",2023-10-19,2023-10-19,5
IBD028201,"Auto Crash, Kwara",2023-10-19,2023-10-19,1
IBD028221,"Auto Crash, Akwa Ibom",2023-10-19,2023-10-19,3
IBD028228,"Boko Haram vs Customs Officer, Yobe",2023-10-19,2023-10-19,1
IBD028210,"Auto Crash, Anambra",2023-10-19,2023-10-19,1
IBD028222,"Student Dies, Kaduna",2023-10-19,2023-10-19,1
IBD029860,"Police Officer Killed One, Imo",2023-10-18,2023-10-18,1
IBD028207,"Gunmen vs Officer, Cross River",2023-10-18,2023-10-18,1
IBD028192,"Banditry, Kebbi",2023-10-18,2023-10-18,2
IBD028197,"Auto Crash, Yobe",2023-10-18,2023-10-18,23
IBD028200,"Assailants vs Corps Member, Kaduna",2023-10-18,2023-10-18,1
IBD028204,"Robbers vs Bread Seller, Kwara",2023-10-18,2023-10-18,1
IBD028198,"Man vs Community Volunteer Guard, Benue",2023-10-18,2023-10-18,1
IBD028202,"Man vs Teacher, Delta",2023-10-18,2023-10-18,1
IBD028238,"Bandits Attack, Kaduna",2023-10-18,2023-10-21,3
IBD028205,"Banditry, Kaduna",2023-10-18,2023-10-18,1
IBD028193,"Filling Station Fire, Ogun",2023-10-18,2023-10-18,2
IBD028203,"3 People Burnt To Death, Anambra",2023-10-18,2023-10-18,3
IBD028190,"Fulani Herdsmen Attack, Benue",2023-10-17,2023-10-17,5
IBD028191,"Fulani Herdsmen Attack, Benue",2023-10-17,2023-10-17,4
IBD028196,"Army vs Terrorist's, Kaduna",2023-10-17,2023-10-17,4
IBD028188,"Gunmen Kill Businessman, Niger",2023-10-17,2023-10-17,1
IBD028267,"Man vs Girlfriend, Delta",2023-10-17,2023-10-17,1
IBD028186,"Boy Dies, Ogun",2023-10-17,2023-10-17,1
IBD028189,"Assailants vs Lawmaker's Daughter, Borno",2023-10-17,2023-10-17,1
IBD028436,"Man vs Teenage Girl, Enugu",2023-10-17,2023-10-17,1
IBD028194,"Assailants vs Doctor, Nasarawa",2023-10-17,2023-10-17,1
IBD018157,"Ritual Killing, Oyo",2023-10-16,2023-10-16,1
IBD028178,"Twin Die, Lagos",2023-10-16,2023-10-16,2
IBD028156,"Man Kills Woman, Edo",2023-10-16,2023-10-16,1
IBD028195,"Banditry, Zamfara",2023-10-16,2023-10-16,3
IBD028241,"Boko Haram kills 7, Borno",2023-10-16,2023-10-16,7
IBD028858,"Cult Clash, Ebonyi",2023-10-15,2023-10-15,4
IBD029709,"Ritual Killing, Ondo",2023-10-15,2023-10-15,1
IBD028180,"Bandits Kill 2, Kaduna",2023-10-15,2023-10-15,4
IBD028176,"Auto Crash, Ogun",2023-10-15,2023-10-15,1
IBD028181,"Domestic Violence, Delta",2023-10-15,2023-10-15,1
IBD028239,"Assailants vs Women, Plateau",2023-10-15,2023-10-15,2
IBD028240,"Assailants Kill Man, Plateau",2023-10-15,2023-10-15,1
IBD028255,"Missing Genital, FCT (Abuja)",2023-10-15,2023-10-15,1
IBD028173,"Youths vs Police, Delta",2023-10-15,2023-10-15,1
IBD028184,"Gunmen vs Vigilante, Bauchi",2023-10-15,2023-10-15,9
IBD028177,"Fulani Herdsmen Attack, Oyo",2023-10-14,2023-10-14,5
IBD028168,"Auto Crash, Lagos",2023-10-14,2023-10-14,3
IBD028172,"Police vs Kidnapper, FCT (Abuja)",2023-10-14,2023-10-14,1
IBD028305,"Hoodlums vs Okada Riders, Ondo",2023-10-14,2023-10-20,20
IBD028164,"Cult Clash, Ogun",2023-10-14,2023-10-14,3
IBD028171,"NAF vs Terrorists, Borno",2023-10-14,2023-10-14,55
IBD028169,"Herders Kill 3, Benue",2023-10-14,2023-10-14,3
IBD028266,"Auto Crash, Oyo",2023-10-14,2023-10-14,15
IBD028175,"Flood Victim, Enugu",2023-10-14,2023-10-14,1
IBD028162,"Electrocution, Plateau",2023-10-13,2023-10-13,9
IBD028185,"Gunmen vs Registrar, Imo",2023-10-13,2023-10-13,1
IBD028166,"Herdsmen vs Travellers, Benue",2023-10-13,2023-10-13,3
IBD028206,"Hoodlums vs Teachers, Ebonyi",2023-10-13,2023-10-13,2
IBD028237,"Police vs Man, Anambra",2023-10-13,2023-10-13,1
IBD028167,"Army vs Bandit, Kadauna",2023-10-13,2023-10-13,1
IBD028153,"Tanker Crash, Lagos",2023-10-12,2023-10-12,10
IBD028155,"Thunder Strike, Benue",2023-10-12,2023-10-12,1
IBD028163,"Flood Disaster, Imo",2023-10-11,2023-10-11,1
IBD028152,"Gunmen Kill 2, Taraba",2023-10-11,2023-10-11,2
IBD028160,"IPOB/ESN vs Victims, Imo",2023-10-11,2023-10-11,10
IBD028151,"Building Collapse, Osun",2023-10-11,2023-10-11,2
IBD028187,"Gunmen vs NSCDC Personnel, Bauchi",2023-10-11,2023-10-11,1
IBD028154,"Bandits vs Ransom Bearer, Kaduna",2023-10-11,2023-10-11,1
IBD028174,"NAF vs Bandits, Zamfara",2023-10-11,2023-10-11,50
IBD028143,"Banditry, Sokoto",2023-10-10,2023-10-10,4
IBD028148,"Auto Crash, FCT (Abuja)",2023-10-10,2023-10-10,3
IBD028146,"Cultists vs Mechanic, Rivers",2023-10-10,2023-10-10,1
IBD028183,"Assailants vs Driver, Rivers",2023-10-10,2023-10-10,1
IBD028150,"Auto Crash, Ogun",2023-10-10,2023-10-10,3
IBD028182,"Kidnappers vs Man, Edo",2023-10-10,2023-10-10,1
IBD028147,"Gunmen vs Businessman, Rivers",2023-10-10,2023-10-10,1
IBD028179,"Domestic Violence, Akwa Ibom",2023-10-10,2023-10-10,1
IBD028157,"Security Operatives vs Kidnapper, Niger",2023-10-10,2023-10-10,1
IBD028140,"Auto Crash, Abia",2023-10-10,2023-10-10,1
IBD028131,"Auto Crash, Ogun",2023-10-10,2023-10-10,4
IBD028199,"Man KIlls Friend, Benue",2023-10-10,2023-10-10,1
IBD028141,"Sorcery, Bauchi",2023-10-10,2023-10-10,1
IBD028144,"Banditry, Niger",2023-10-10,2023-10-10,1
IBD028213,"Army vs Bandit, Benue",2023-10-09,2023-10-09,1
IBD028161,"Cab Driver, Ogun",2023-10-09,2023-10-09,1
IBD028138,"Haulage Driver, Anambra",2023-10-09,2023-10-09,1
IBD028136,"Assailant vs Woman, Delta",2023-10-09,2023-10-09,1
IBD028134,"Gunmen vs Vigilante, Delta",2023-10-09,2023-10-09,2
IBD028132,"Man vs Trader, Edo",2023-10-08,2023-10-08,1
IBD028340,"Inferno, Kano",2023-10-08,2023-10-15,8
IBD028128,"Banditry, Sokoto",2023-10-08,2023-10-08,1
IBD028123,"Thugs Clash, Kogi",2023-10-07,2023-10-07,2
IBD028119,"Banditry, Kaduna",2023-10-07,2023-10-07,4
IBD028137,"Police vs Kidnappers, Bauchi",2023-10-07,2023-10-07,67
IBD028149,"Gunmen Attack, Benue",2023-10-07,2023-10-07,4
IBD028122,"Herders vs Farmers, Kebbi",2023-10-07,2023-10-07,2
IBD028376,"Kidnap Victims, Kaduna",2023-10-07,2023-10-07,5
IBD028129,"Auto Crash, Imo",2023-10-06,2023-10-06,4
IBD028126,"Gunmen Attack, Imo",2023-10-06,2023-10-06,2
IBD028133,"Man vs Mob, FCT ( Abuja)",2023-10-05,2023-10-05,1
IBD028118,"Man Kills 8, Adamawa",2023-10-05,2023-10-05,9
IBD028105,"Man Kills 9, Adamawa",2023-10-05,2023-10-05,9
IBD028115,"Banditry, Benue",2023-10-05,2023-10-05,2
IBD028130,"Auto Crash, Oyo",2023-10-05,2023-10-05,2
IBD028139,"Domestic Violence, Kwara",2023-10-04,2023-10-04,1
IBD028111,"Auto Crash, Lagos",2023-10-04,2023-10-04,1
IBD028113,"Auto Crash, Lagos",2023-10-04,2023-10-04,3
IBD028108,"Gunmen Attack, Osun",2023-10-04,2023-10-04,1
IBD028112,"Police vs Robbers, Lagos",2023-10-04,2023-10-04,1
IBD028109,"Communal Crisis, Osun",2023-10-04,2023-10-04,7
IBD028100,"Auto Crash, Lagos",2023-10-03,2023-10-03,3
IBD028102,"Church Building Collapse, Benue",2023-10-03,2023-10-03,1
IBD027921,"Brothers vs Man, Akwa Ibom",2023-10-02,2023-10-02,1
IBD028135,"Security Operatives Kill 5, Katsina",2023-10-02,2023-10-02,5
IBD028099,"Boat Mishap, Kebbi",2023-10-02,2023-10-02,23
IBD028098,"Bandits Kill LGA Councillor, Katsina",2023-10-02,2023-10-02,1
IBD028094,"Banditry, Sokoto",2023-10-02,2023-10-02,3
IBD028114,"Gunmen Attack, Kogi",2023-10-02,2023-10-02,1
IBD028120,"Gunmen Kill 3, Benue",2023-10-02,2023-10-05,3
IBD028125,"Man vs Station Manager, Edo",2023-10-02,2023-10-02,1
IBD028092,"Army vs Gunmen, Imo",2023-10-02,2023-10-02,12
IBD028080,"Electrocution, Taraba",2023-10-02,2023-10-02,4
IBD028086,"Gunmen Attack, Benue",2023-10-02,2023-10-02,1
IBD028110,"Vigilante vs Man, Niger",2023-10-02,2023-10-02,1
IBD028089,"Gunmen Kill Man, Delta",2023-10-01,2023-10-01,1
IBD031578,"Pastor's Corpse, Bayelsa",2023-10-01,2023-10-01,1
IBD028083,"Gunmen Kill 9, Plateau",2023-10-01,2023-10-01,8
IBD028081,"Auto Crash/Inferno, Delta",2023-10-01,2023-10-01,7
IBD028091,"ISWAP vs Boko Haram, Borno",2023-10-01,2023-10-01,1
IBD028104,"Assailants vs Consultant, Rivers",2023-10-01,2023-10-01,1
IBD028090,"ISWAP Kill 1, Borno",2023-10-01,2023-10-01,1
IBD028085,"Auto Crash, Ogun",2023-10-01,2023-10-01,1
IBD028107,"Men Behead Woman, Kogi",2023-10-01,2023-10-01,1
IBD028282,"Found Dead, Abia",2023-09-30,2023-09-30,70
IBD028294,"Boko Haram vs Police, Borno",2023-09-30,2023-09-30,1
IBD028082,"Fire Outbreak, Rivers",2023-09-30,2023-09-30,28
IBD028159,"Couple Found Dead, Delta",2023-09-30,2023-09-30,2
IBD028097,"Man Drowns, Ogun",2023-09-30,2023-09-30,1
IBD028078,"Banditry, Kaduna",2023-09-30,2023-09-30,1
IBD028527,"Robbery Attack, Ogun",2023-09-30,2023-10-20,2
IBD028106,"Auto Crash, Lagos",2023-09-29,2023-09-29,1
IBD028087,"ISWAP Kill 2, Borno",2023-09-29,2023-10-01,2
IBD028101,"Vigilante vs Okada Man, Niger",2023-09-29,2023-09-29,1
IBD028073,"Mob vs Commercial Driver, Plateau",2023-09-28,2023-09-28,1
IBD028088,"Army vs ISWAP, Borno",2023-09-28,2023-09-28,20
IBD028077,"Hotel Manager, Kwara",2023-09-28,2023-09-28,1
IBD028142,"Domestic Violence, Bauchi",2023-09-28,2023-09-28,1
IBD028096,"Undergraduate Student, Katsina",2023-09-28,2023-09-28,1
IBD028066,"Auto Crash, Ogun",2023-09-27,2023-09-27,1
IBD028071,"Police vs Kidnappers, Delta",2023-09-27,2023-09-27,4
IBD028095,"NAF vs Boko Haram, Borno",2023-09-27,2023-09-30,18
IBD028072,"Auto Crash, Osun",2023-09-27,2023-09-27,4
IBD028075,"Woman vs Stepson, Lagos",2023-09-27,2023-09-27,1
IBD029811,"Retired General, Imo",2023-09-27,2023-09-27,1
IBD028069,"Gunmen Attack, Kaduna",2023-09-26,2023-09-26,1
IBD028067,"Bandits Kill 6, Kaduna",2023-09-26,2023-09-26,6
IBD028068,"Gunmen Kill 2, Kwara",2023-09-26,2023-09-26,2
IBD028084,"Assailants vs Woman, FCT (Abuja)",2023-09-26,2023-09-26,1
IBD028065,"Woman vs Husband, Ondo",2023-09-26,2023-09-26,1
IBD028062,Auto Crash. Edo,2023-09-25,2023-09-25,5
IBD028074,"Flood Disaster, Gombe",2023-09-25,2023-09-25,1
IBD028070,"Gunmen Attack, Edo",2023-09-24,2023-09-24,2
IBD028060,"Man Drowns, Kano",2023-09-24,2023-09-24,1
IBD028054,"Army vs Bandits, Sokoto",2023-09-24,2023-09-24,20
IBD028064,"Auto Crash, FCT (Abuja)",2023-09-24,2023-09-24,1
IBD028050,"Boko Haram Attack, Borno",2023-09-23,2023-09-23,5
IBD028045,"Army vs Bandits, Zamfara",2023-09-23,2023-09-23,5
IBD028057,"Boko Haram vs Farmers, Borno",2023-09-23,2023-09-23,10
IBD028063,"Man vs Neigbhour, Delta",2023-09-23,2023-09-23,1
IBD028079,"Man Kills Lady, Kaduna",2023-09-23,2023-09-23,1
IBD028053,"Gunmen vs Fulani Leader, Plateau",2023-09-23,2023-09-23,1
IBD028047,"Pastor Kills Young Lady, Delta",2023-09-22,2023-09-22,1
IBD028049,"Electrocusion, Lagos",2023-09-21,2023-09-21,2
IBD028034,"Gunmen vs Nursing Mother, Osun",2023-09-21,2023-09-21,1
IBD028048,"Assailants vs Man, Abia",2023-09-21,2023-09-21,1
IBD028046,"Gunmen vs Vigilantes, Edo",2023-09-21,2023-09-21,6
IBD028061,"Herdsmen vs Farmers, Nasarawa",2023-09-20,2023-09-20,1
IBD028038,"Gunmen Attack, Benue",2023-09-20,2023-09-20,3
IBD028036,"Security Operatives vs Kidnappers, Anambra",2023-09-20,2023-09-20,1
IBD028037,"Banditry, Kebbi",2023-09-20,2023-09-20,23
IBD028042,"Gunmen vs Police Officer, Enugu",2023-09-20,2023-09-20,2
IBD028031,"NAF vs Boko Terrorists, Borno",2023-09-20,2023-09-20,8
IBD028165,"Man vs Friend, Ondo",2023-09-20,2023-09-20,1
IBD028026,"Gunmen vs Security Operatives, Imo",2023-09-19,2023-09-19,9
IBD028029,"Man Dies Inside Well, Kano",2023-09-19,2023-09-19,1
IBD028059,"Herders Attack, Nasarawa",2023-09-19,2023-09-19,1
IBD028033,"Hunter vs Girl, Lagos",2023-09-19,2023-09-19,1
IBD028011,"Auto Crash, Anambra",2023-09-18,2023-09-18,1
IBD028116,"Man vs Friend, Imo",2023-09-18,2023-09-18,1
IBD028058,"Herders vs Farmers, Nasarawa",2023-09-18,2023-09-19,2
IBD028020,"Army vs Gunmen, Abia",2023-09-18,2023-09-18,3
IBD028019,"Security Operatives vs Gunmen, Enugu",2023-09-18,2023-09-18,3
IBD028027,"Police vs Kidnappers, Rivers",2023-09-18,2023-09-18,4
IBD028025,"Boy Dies, Lagos",2023-09-18,2023-09-18,1
IBD028028,"Bandits, Niger",2023-09-17,2023-09-17,4
IBD028055,"Herders vs Employer, Oyo",2023-09-17,2023-09-17,1
IBD028009,"Auto Crash, Ogun",2023-09-17,2023-09-17,5
IBD028032,"Doctor Dies, Lagos",2023-09-17,2023-09-17,1
IBD028018,"Flood Disaster, Plateau",2023-09-17,2023-09-18,4
IBD028024,"Banditry, Sokoto",2023-09-17,2023-09-17,10
IBD028007,"Communal Clash, Osun",2023-09-17,2023-09-17,1
IBD028023,"Banditry, Kebbi",2023-09-17,2023-09-17,15
IBD028041,"Boko Haram Kill Farmers, Borno",2023-09-16,2023-09-16,2
IBD028006,"Auto Crash, Kogi",2023-09-16,2023-09-16,1
IBD028022,"Gunmen vs Boy, FCT (Abuja)",2023-09-16,2023-09-16,1
IBD028001,"Assailant vs Man, Osun",2023-09-16,2023-09-16,1
IBD028015,"Auto Crash, Lagos",2023-09-16,2023-09-16,1
IBD028021,"Banditry, Kaduna",2023-09-16,2023-09-16,1
IBD028040,"Brothers vs Journalist, Zamfara",2023-09-16,2023-09-16,1
IBD027996,"Auto Crash, Ekiti",2023-09-15,2023-09-15,3
IBD028003,"Flooding, Lagos",2023-09-15,2023-09-15,1
IBD030670,"Police vs Man, Rivers",2023-09-15,2024-09-01,1
IBD028005,"Banditry, Kaduna",2023-09-15,2023-09-15,2
IBD027997,"Auto Crash, Anambra",2023-09-15,2023-09-15,5
IBD028012,"Police vs Kidnappers, Bauchi",2023-09-15,2023-09-15,10
IBD027990,"Man Kill Scavenger, FCT (Abuja)",2023-09-14,2023-09-14,1
IBD027994,"Cultist vs Student, Anambra",2023-09-14,2023-09-14,1
IBD028000,"Police vs IPOB/ESN, Ebonyi",2023-09-14,2023-09-14,1
IBD027984,"Gunmen Attack, Sokoto",2023-09-14,2023-09-14,4
IBD028013,"Complication, Lagos",2023-09-14,2023-09-14,1
IBD027974,"Auto Crash, FCT (Abuja)",2023-09-13,2023-09-13,4
IBD027982,"Assailants vs LP Chieftain, Abia",2023-09-13,2023-09-13,1
IBD027986,"Auto Crash, Kogi",2023-09-13,2023-09-13,3
IBD027977,"ISWAP vs Fishermen, Borno",2023-09-13,2023-09-13,7
IBD028016,"One Killed, Lagos",2023-09-13,2023-09-13,1
IBD028017,"Cult Killing, Ogun",2023-09-13,2023-09-17,16
IBD028051,"Man vs Wife, Borno",2023-09-12,2023-09-12,1
IBD028030,"Police vs Kidnappers, Delta",2023-09-12,2023-09-12,4
IBD027978,"Domestic Violence, Delta",2023-09-12,2023-09-12,1
IBD027980,"Flood Disaster, Lagos",2023-09-12,2023-09-12,1
IBD027975,"Farmers vs Herders, FCT (Abuja)",2023-09-12,2023-09-12,1
IBD027987,"Mysterious Death, Lagos",2023-09-12,2023-09-12,1
IBD028008,"Electrocution, Nasarawa",2023-09-12,2023-09-12,1
IBD028014,"Man vs Girlfriend, Lagos",2023-09-12,2023-09-12,1
IBD027967,"Gunmen vs Man, FCT (Abuja)",2023-09-12,2023-09-12,1
IBD027966,"Auto Crash, Lagos",2023-09-12,2023-09-12,1
IBD027976,"Electrocution, Anambra",2023-09-12,2023-09-12,1
IBD027969,"NURTW Factional Clash, FCT (Abuja)",2023-09-12,2023-09-12,1
IBD027960,"Boat Mishap, Adamawa",2023-09-11,2023-09-11,11
IBD027955,"Gunmen Attack, Plateau",2023-09-11,2023-09-11,11
IBD027971,"Herdsmen Attack, Enugu",2023-09-11,2023-09-11,3
IBD027963,"Police vs Kidnappers, Adamawa",2023-09-11,2023-09-11,2
IBD027956,"Gunmen vs Vigilante, Delta",2023-09-11,2023-09-11,1
IBD027972,"Banditry, Plateau",2023-09-11,2023-09-11,6
IBD027965,"NAF vs ISWAP, Borno",2023-09-11,2023-09-11,30
IBD027981,"Assailant vs Woman, Lagos",2023-09-11,2023-09-11,1
IBD027988,"Cultists vs Transport Worker, Lagos",2023-09-11,2023-09-11,1
IBD027957,"Communal Clash, Cross River",2023-09-11,2023-09-11,10
IBD028035,"Assailant vs Undergraduate, FCT (Abuja)",2023-09-11,2023-09-11,1
IBD027962,"Cult Killing, Edo",2023-09-10,2023-09-10,1
IBD027943,"Auto Crash, Ogun",2023-09-10,2023-09-10,2
IBD027944,"Auto Crash, Niger",2023-09-10,2023-09-10,1
IBD027946,"Corpse Found, Zamfara",2023-09-10,2023-09-10,1
IBD027961,"Cultists vs Man, Edo",2023-09-10,2023-09-10,1
IBD027958,"Residents vs Tailor, Lagos",2023-09-10,2023-09-10,1
IBD027940,"Boat Accident, Niger",2023-09-10,2023-09-10,28
IBD027959,"Cult Killing, Osun",2023-09-10,2023-09-10,4
IBD027938,"Domestic Violence, Gombe",2023-09-10,2023-09-10,1
IBD027993,"Gunmen Attack, Kaduna",2023-09-10,2023-09-10,1
IBD027985,"Auto Crash, Kogi",2023-09-10,2023-09-10,5
IBD027942,"Gunmen Attack, Taraba",2023-09-10,2023-09-10,1
IBD027941,"Security Operatives vs Kidnapper, Anambra",2023-09-09,2023-09-09,1
IBD027948,"Auto Crash, Kwara",2023-09-09,2023-09-09,1
IBD027939,"Gunmen vs Villagers, Enugu",2023-09-09,2023-09-09,3
IBD027936,"Boat Mishap, Adamawa",2023-09-09,2023-09-09,11
IBD027952,"Building Collapse, Ogun",2023-09-09,2023-09-09,2
IBD027970,"Auto Crash, Kogi",2023-09-09,2023-09-09,1
IBD027945,"Man vs Artisan, Edo",2023-09-09,2023-09-09,1
IBD027953,"Auto Crash, Ogun",2023-09-09,2023-09-09,1
IBD027949,"Banditry, Kebbi",2023-09-09,2023-09-09,2
IBD028010,"Student, Kwara",2023-09-09,2023-09-09,1
IBD028039,"Boko Haram Kill Farmers, Borno",2023-09-09,2023-09-09,6
IBD028103,"Policeman Kill Farmer, Akwa Ibom",2023-09-09,2023-10-02,1
IBD027930,"Electrocution, Niger",2023-09-08,2023-09-08,1
IBD027932,"Auto Crash, Ogun",2023-09-08,2023-09-08,2
IBD027951,"Taxi Driver Dies, Rivers",2023-09-08,2023-09-08,1
IBD027937,"Cultists Kill DPO, Rivers",2023-09-08,2023-09-08,1
IBD027925,"DSS vs Fashion Designer, FCT (Abuja)",2023-09-07,2023-09-07,1
IBD027935,"Gunmen vs Guards, Benue",2023-09-07,2023-09-07,2
IBD027995,"Gunmen vs PDP Chieftain, Osun",2023-09-07,2023-09-07,1
IBD027933,"Domestic Violence, Rivers",2023-09-07,2023-09-07,1
IBD027931,"Bandits Kill Seminarian, Kaduna",2023-09-07,2023-09-07,1
IBD027954,"Assailant vs Tricyclist, Taraba",2023-09-07,2023-09-07,1
IBD027999,"Gunmen vs Policeman, Rivers",2023-09-07,2023-09-07,1
IBD028288,"Terrorists Attack, Borno",2023-09-07,2023-09-07,1
IBD027927,"Assailants vs Student, Ekiti",2023-09-05,2023-09-05,1
IBD027920,"Auto Crash, Ogun",2023-09-05,2023-09-05,2
IBD027922,"Kidnappers Kill Director, Niger",2023-09-05,2023-09-05,1
IBD027918,"Well Dredger, Kwara",2023-09-05,2023-09-05,1
IBD027929,"Police vs Kidnapper, Adamawa",2023-09-05,2023-09-05,1
IBD027983,"Auto Crash, Katsina",2023-09-05,2023-09-05,1
IBD027915,"Police vs Driver, Lagos",2023-09-05,2023-09-05,1
IBD027919,"Auto Crash, Ondo",2023-09-05,2023-09-05,6
IBD027907,"Electrocution, Anambra",2023-09-04,2023-09-04,1
IBD027998,"Labourer vs Farmer, Ondo",2023-09-04,2023-09-04,1
IBD027992,"Corpse Found, Kaduna",2023-09-04,2023-09-04,1
IBD027964,"Boat Mishap, Adamawa",2023-09-04,2023-09-04,2
IBD027903,"Corpse Found, Kwara",2023-09-04,2023-09-04,1
IBD028044,"Boat Mishap, Nasarawa",2023-09-04,2023-09-04,2
IBD027923,"Army vs Boko Haram, Borno",2023-09-04,2023-09-04,1
IBD027914,"Police vs Robbers, Benue",2023-09-04,2023-09-04,1
IBD028170,"Gunmen Kill 1, Benue",2023-09-03,2023-09-03,1
IBD027904,"Gunmen vs Businesswoman , Kwara",2023-09-03,2023-09-03,1
IBD027905,"Auto Crash, Kogi",2023-09-03,2023-09-03,12
IBD027901,"Gunmen Attack, Ekiti",2023-09-03,2023-09-03,1
IBD027906,"Cult Killing, Anambra",2023-09-03,2023-09-03,1
IBD027902,"Cult Killing, Kwara",2023-09-03,2023-09-03,3
IBD027885,"Police Cadet Dies, Kano",2023-09-03,2023-09-03,1
IBD027912,"Communal Clash, Rivers",2023-09-03,2023-09-03,1
IBD027888,"Auto Crash, Ogun",2023-09-03,2023-09-03,4
IBD027916,"Police vs Kidnappers, Enugu",2023-09-03,2023-09-03,3
IBD027889,"Police vs Kidnappers, Bauchi",2023-09-02,2023-09-02,28
IBD027917,"Footballer, kwara",2023-09-02,2023-09-02,1
IBD027886,"Auto Crash, Osun",2023-09-02,2023-09-02,6
IBD027890,"Flood Disaster, Kebbi",2023-09-02,2023-09-02,3
IBD027887,"Building Collapse, Anambra",2023-09-02,2023-09-02,3
IBD027891,"Hoodlums vs Vigilante, Niger",2023-09-01,2023-09-01,1
IBD027896,"Auto Crash, Ondo",2023-09-01,2023-09-01,2
IBD027895,"Man Dies, Kwara",2023-09-01,2023-09-01,1
IBD027894,"Banditry, Kaduna",2023-09-01,2023-09-01,7
IBD027892,"Building Collapse, Enugu",2023-09-01,2023-09-01,4
IBD027897,"Police vs Suspected Kidnappers, Imo",2023-09-01,2023-09-01,2
IBD027899,"Auto Crash, FCT (Abuja)",2023-09-01,2023-09-01,1
IBD028124,"Inferno, Kano",2023-09-01,2023-09-07,6
IBD028716,"Motorcycle Riders, Niger",2023-09-01,2023-12-31,3
IBD027926,"Landslide, FCT (Abuja)",2023-09-01,2023-09-07,30
IBD027973,"Assailant vs Woman, Kaduna",2023-09-01,2023-09-01,1
IBD028117,"Man vs Relative, Imo",2023-09-01,2023-09-01,1
IBD027872,"Cult Killing, Edo",2023-08-31,2023-08-31,5
IBD027893,"Ritual Killing, Ogun",2023-08-31,2023-08-31,1
IBD027866,"Dog vs Baby, Osun",2023-08-31,2023-08-31,1
IBD027876,"Assailants vs Man, Anambra",2023-08-30,2023-08-30,1
IBD027882,"Baby in the Pit, Anambra",2023-08-30,2023-08-30,1
IBD027913,"Police vs Kidnappers, Rivers",2023-08-30,2023-08-30,2
IBD027908,"Flooding, Yobe",2023-08-30,2023-08-30,1
IBD027881,"Flood Disaster, Adamawa",2023-08-30,2023-08-30,2
IBD027873,"Cult Killing, Edo",2023-08-30,2023-08-30,5
IBD027880,"Flood Disaster, Adamawa",2023-08-30,2023-08-30,2
IBD027870,"Auto Crash, Lagos",2023-08-30,2023-09-30,1
IBD027878,"Friends, Ogun",2023-08-30,2023-08-30,1
IBD027879,"Flood Disaster, Adamawa",2023-08-30,2023-08-30,1
IBD027874,"Auto Crash, Niger",2023-08-30,2023-08-30,1
IBD027934,"Domestic Violence, Edo",2023-08-29,2023-08-29,1
IBD027869,"Man vs Father, Ogun",2023-08-29,2023-08-29,1
IBD027868,"Flood Disaster, Anambra",2023-08-29,2023-08-29,1
IBD027991,"Gunmen Attack, Kaduna",2023-08-29,2023-08-29,1
IBD028287,"Boko Haram vs Imam, Borno",2023-08-29,2023-08-29,1
IBD027979,"Domestic Violence, Adamawa",2023-08-29,2023-08-29,1
IBD027865,"Security Operatives vs Kidnapper, Kwara",2023-08-28,2023-08-28,1
IBD027861,"Masquerade Clash, Enugu",2023-08-28,2023-08-28,1
IBD027862,"Security Operatives vs Trader, Imo",2023-08-28,2023-08-28,1
